Line_Item_Id,Transaction_Id,Date,Customer_Id,Loyalty_Member,Product_Id,Product_Name,Category,Brand,Unit_Price,Quantity,Line_Total,Discount_Applied,Net_Amount,Payment_Method,Cashier_Id
LI036171,TXN17580,14-03-2026,C0074,TRUE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,1,285,14.25,270.75,UPI,EMP04
LI036172,TXN17581,14-03-2026,C0055,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,3,216,0,216,UPI,EMP02
LI036173,TXN17581,14-03-2026,C0055,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,2,230,0,230,UPI,EMP04
LI036174,TXN17581,14-03-2026,C0055,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,0,135,UPI,EMP01
LI036175,TXN17582,2026-03-14,C0067,FALSE,P013,Butter 100g,Dairy,Amul,58,1,58,0,58,UPI,EMP03
LI036176,TXN17582,2026-03-14,C0067,FALSE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,Cash,EMP04
LI036177,TXN17582,2026-03-14,C0067,FALSE,P025,Potato Chips 90g,Snacks,Lays,20,1,20,0,20,Cash,EMP03
LI036178,TXN17582,2026-03-14,C0067,FALSE,P011,Curd 400g,Dairy,Aavin,35,3,105,0,105,Card,EMP04
LI036179,TXN17583,2026-03-14,C0059,FALSE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,3,114,0,114,Cash,EMP04
LI036180,TXN17583,2026-03-14,C0059,FALSE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,UPI,EMP02
LI036181,TXN17583,2026-03-14,C0059,FALSE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,UPI,EMP02
LI036182,TXN17584,14-03-2026,C0022,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,UPI,EMP03
LI036183,TXN17584,14-03-2026,C0022,TRUE,P029,Potato 1kg,Vegetables,Fresh,36,2,72,3.6,68.4,Cash,EMP04
LI036184,TXN17585,2026-03-14,C0004,FALSE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,2,64,0,64,UPI,EMP04
LI036185,TXN17585,2026-03-14,C0004,FALSE,P027,Tomato 1kg,Vegetables,Fresh,40,1,40,0,40,Cash,EMP04
LI036186,TXN17585,2026-03-14,C0004,FALSE,P012,Paneer 200g,Dairy,Heritage,75,2,150,0,150,UPI,EMP04
LI036187,TXN17585,2026-03-14,C0004,FALSE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,UPI,EMP02
LI036188,TXN17585,2026-03-14,C0004,FALSE,P002,Toor Dal 1kg,Staples,24 Mantra,145,2,290,0,290,UPI,EMP02
LI036189,TXN17585,2026-03-14,C0004,FALSE,P011,Curd 400g,Dairy,Aavin,35,1,35,0,35,Cash,EMP02
LI036190,TXN17585,2026-03-14,C0004,FALSE,P026,Namkeen Mix 250g,Snacks,Bikano,48,1,48,0,48,UPI,EMP02
LI036191,TXN17585,2026-03-14,C0004,FALSE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,2,76,0,76,UPI,EMP02
LI036192,TXN17586,15-03-2026,C0054,TRUE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,1,235,0,235,UPI,EMP01
LI036193,TXN17586,15-03-2026,C0054,TRUE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,1,95,4.75,90.25,Cash,EMP03
LI036194,TXN17586,15-03-2026,C0054,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,4,80,4,76,Cash,EMP02
LI036195,TXN17586,15-03-2026,C0054,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,5,160,0,160,Cash,EMP02
LI036196,TXN17586,15-03-2026,C0054,TRUE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,UPI,EMP01
LI036197,TXN17586,15-03-2026,C0054,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,3,216,10.8,205.2,Cash,EMP04
LI036198,TXN17587,15-03-2026,C0040,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,1,20,0,20,Card,EMP03
LI036199,TXN17587,15-03-2026,C0040,TRUE,P028,Onion 1kg,Vegetables,Fresh,46,1,46,0,46,UPI,EMP03
LI036200,TXN17588,2026-03-15,C0069,FALSE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,2,76,0,76,Cash,EMP02
LI036201,TXN17588,2026-03-15,C0069,FALSE,P012,Paneer 200g,Dairy,Heritage,75,1,75,0,75,Cash,EMP02
LI036202,TXN17588,2026-03-15,C0069,FALSE,P030,Banana 1 dozen,Fruits,Fresh,53,1,53,0,53,Cash,EMP01
LI036203,TXN17588,2026-03-15,C0069,FALSE,P013,Butter 100g,Dairy,Amul,58,4,232,0,232,UPI,EMP03
LI036204,TXN17588,2026-03-15,C0069,FALSE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,Cash,EMP01
LI036205,TXN17588,2026-03-15,C0069,FALSE,P002,Toor Dal 1kg,Staples,24 Mantra,145,2,290,0,290,UPI,EMP04
LI036206,TXN17589,15-03-2026,C0047,TRUE,P030,Banana 1 dozen,Fruits,Fresh,49,2,98,0,98,Card,EMP02
LI036207,TXN17589,15-03-2026,C0047,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,UPI,EMP04
LI036208,TXN17590,2026-03-15,C0096,FALSE,P033,Toothpaste 150g,Personal Care,Colgate,72,2,144,0,144,UPI,EMP04
LI036209,TXN17590,2026-03-15,C0096,FALSE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,Cash,EMP03
LI036210,TXN17590,2026-03-15,C0096,FALSE,P025,Potato Chips 90g,Snacks,Lays,20,1,20,0,20,Cash,EMP04
LI036211,TXN17590,2026-03-15,C0096,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,0,38,Cash,EMP04
LI036212,TXN17590,2026-03-15,C0096,FALSE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,4,128,0,128,Cash,EMP02
LI036213,TXN17590,2026-03-15,C0096,FALSE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,1,135,0,135,Cash,EMP04
LI036214,TXN17591,2026-03-15,C0020,FALSE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,UPI,EMP02
LI036215,TXN17591,2026-03-15,C0020,FALSE,P023,Murukku 200g,Snacks,Haldirams,45,1,45,0,45,Cash,EMP02
LI036216,TXN17591,2026-03-15,C0020,FALSE,P014,Sambar Powder 200g,Spices,MTR,62,4,248,0,248,Cash,EMP04
LI036217,TXN17591,2026-03-15,C0020,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,0,38,Cash,EMP03
LI036218,TXN17591,2026-03-15,C0020,FALSE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,0,190,Cash,EMP03
LI036219,TXN17591,2026-03-15,C0020,FALSE,P005,Chana Dal 1kg,Staples,Local,98,1,98,0,98,Card,EMP01
LI036220,TXN17591,2026-03-15,C0020,FALSE,P012,Paneer 200g,Dairy,Heritage,75,3,225,0,225,UPI,EMP02
LI036221,TXN17591,2026-03-15,C0020,FALSE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,2,470,0,470,Cash,EMP02
LI036222,TXN17591,2026-03-15,C0020,FALSE,P026,Namkeen Mix 250g,Snacks,Bikano,48,1,48,0,48,UPI,EMP03
LI036223,TXN17591,2026-03-15,C0020,FALSE,P011,Curd 400g,Dairy,Aavin,35,1,35,0,35,Cash,EMP03
LI036224,TXN17591,2026-03-15,C0020,FALSE,P035,Dish Wash Bar 200g,Household,Vim,32,1,32,0,32,UPI,EMP04
LI036225,TXN17591,2026-03-15,C0020,FALSE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,UPI,EMP02
LI036226,TXN17591,2026-03-15,C0020,FALSE,P028,Onion 1kg,Vegetables,Fresh,48,1,48,0,48,Cash,EMP03
LI036227,TXN17591,2026-03-15,C0020,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,3,435,0,435,Card,EMP01
LI036228,TXN17591,2026-03-15,C0020,FALSE,P002,Toor Dal 1kg,Staples,24 Mantra,145,1,145,0,145,UPI,EMP02
LI036229,TXN17592,2026-03-15,C0024,FALSE,P013,Butter 100g,Dairy,Amul,58,2,116,0,116,UPI,EMP03
LI036230,TXN17592,2026-03-15,C0024,FALSE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,0,190,UPI,EMP03
LI036231,TXN17592,2026-03-15,C0024,FALSE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,Cash,EMP01
LI036232,TXN17592,2026-03-15,C0024,FALSE,P030,Banana 1 dozen,Fruits,Fresh,60,4,240,0,240,Cash,EMP01
LI036233,TXN17592,2026-03-15,C0024,FALSE,P028,Onion 1kg,Vegetables,Fresh,48,2,96,0,96,Cash,EMP01
LI036234,TXN17592,2026-03-15,C0024,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,0,145,Cash,EMP03
LI036235,TXN17593,15-03-2026,C0052,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,UPI,EMP03
LI036236,TXN17593,15-03-2026,C0052,TRUE,P017,Coriander Powder 100g,Spices,Local,28,1,28,0,28,Cash,EMP02
LI036237,TXN17593,15-03-2026,C0052,TRUE,P002,Toor Dal 1kg,Staples,24 Mantra,145,1,145,7.25,137.75,Cash,EMP01
LI036238,TXN17593,15-03-2026,C0052,TRUE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,7.25,137.75,Cash,EMP03
LI036239,TXN17594,15-03-2026,C0026,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,1,72,0,72,Cash,EMP04
LI036240,TXN17594,15-03-2026,C0026,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,0,190,UPI,EMP02
LI036241,TXN17594,15-03-2026,C0026,TRUE,P002,Toor Dal 1kg,Staples,24 Mantra,145,4,580,0,580,Cash,EMP04
LI036242,TXN17595,15-03-2026,C0065,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,UPI,EMP02
LI036243,TXN17595,15-03-2026,C0065,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,UPI,EMP01
LI036244,TXN17595,15-03-2026,C0065,TRUE,P029,Potato 1kg,Vegetables,Fresh,32,1,32,0,32,Cash,EMP04
LI036245,TXN17595,15-03-2026,C0065,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,1,115,0,115,UPI,EMP03
LI036246,TXN17596,2026-03-15,C0056,FALSE,P022,Soft Drink 2L,Beverages,Pepsi,95,4,380,0,380,UPI,EMP03
LI036247,TXN17596,2026-03-15,C0056,FALSE,P029,Potato 1kg,Vegetables,Fresh,30,2,60,0,60,Card,EMP04
LI036248,TXN17596,2026-03-15,C0056,FALSE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,1,32,0,32,Cash,EMP04
LI036249,TXN17596,2026-03-15,C0056,FALSE,P011,Curd 400g,Dairy,Aavin,35,4,140,0,140,Cash,EMP03
LI036250,TXN17596,2026-03-15,C0056,FALSE,P016,Red Chilli Powder 200g,Spices,Aachi,55,3,165,0,165,UPI,EMP03
LI036251,TXN17596,2026-03-15,C0056,FALSE,P019,Tea Powder 250g,Beverages,Red Label,115,1,115,0,115,UPI,EMP02
LI036252,TXN17596,2026-03-15,C0056,FALSE,P020,Coffee Powder 200g,Beverages,Bru,128,1,128,0,128,UPI,EMP02
LI036253,TXN17596,2026-03-15,C0056,FALSE,P013,Butter 100g,Dairy,Amul,58,3,174,0,174,UPI,EMP02
LI036254,TXN17596,2026-03-15,C0056,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,1,145,0,145,UPI,EMP03
LI036255,TXN17596,2026-03-15,C0056,FALSE,P023,Murukku 200g,Snacks,Haldirams,45,1,45,0,45,UPI,EMP04
LI036256,TXN17597,2026-03-15,C0069,FALSE,P013,Butter 100g,Dairy,Amul,58,2,116,0,116,Cash,EMP01
LI036257,TXN17597,2026-03-15,C0069,FALSE,P005,Chana Dal 1kg,Staples,Local,98,1,98,0,98,Cash,EMP04
LI036258,TXN17597,2026-03-15,C0069,FALSE,P019,Tea Powder 250g,Beverages,Red Label,115,3,345,0,345,UPI,EMP03
LI036259,TXN17597,2026-03-15,C0069,FALSE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,2,470,0,470,UPI,EMP03
LI036260,TXN17597,2026-03-15,C0069,FALSE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,UPI,EMP04
LI036261,TXN17597,2026-03-15,C0069,FALSE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,0,40,UPI,EMP04
LI036262,TXN17598,15-03-2026,C0002,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,4,288,0,288,UPI,EMP03
LI036263,TXN17598,15-03-2026,C0002,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,0,38,UPI,EMP02
LI036264,TXN17598,15-03-2026,C0002,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,5,575,0,575,UPI,EMP02
LI036265,TXN17598,15-03-2026,C0002,TRUE,P005,Chana Dal 1kg,Staples,Local,98,1,98,0,98,Cash,EMP03
LI036266,TXN17598,15-03-2026,C0002,TRUE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,UPI,EMP04
LI036267,TXN17598,15-03-2026,C0002,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,3,135,0,135,Cash,EMP02
LI036268,TXN17598,15-03-2026,C0002,TRUE,P024,Biscuits Marie 200g,Snacks,Britannia,32,3,96,0,96,Cash,EMP04
LI036269,TXN17599,15-03-2026,C0019,TRUE,P016,Red Chilli Powder 200g,Spices,Aachi,55,4,220,0,220,UPI,EMP03
LI036270,TXN17599,15-03-2026,C0019,TRUE,P028,Onion 1kg,Vegetables,Fresh,48,1,48,0,48,Cash,EMP04
LI036271,TXN17599,15-03-2026,C0019,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,3,96,0,96,UPI,EMP02
LI036272,TXN17599,15-03-2026,C0019,TRUE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,1,285,0,285,UPI,EMP02
LI036273,TXN17599,15-03-2026,C0019,TRUE,P021,Horlicks 200g,Beverages,GSK,162,1,162,8.1,153.9,UPI,EMP02
LI036274,TXN17599,15-03-2026,C0019,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,1,95,4.75,90.25,UPI,EMP01
LI036275,TXN17599,15-03-2026,C0019,TRUE,P017,Coriander Powder 100g,Spices,Local,28,1,28,0,28,Cash,EMP01
LI036276,TXN17600,15-03-2026,C0037,TRUE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,Card,EMP01
LI036277,TXN17600,15-03-2026,C0037,TRUE,P004,Urad Dal 500g,Staples,Local,72,2,144,0,144,Cash,EMP04
LI036278,TXN17600,15-03-2026,C0037,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,2,124,6.2,117.8,Cash,EMP04
LI036279,TXN17600,15-03-2026,C0037,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,9.5,180.5,Cash,EMP03
LI036280,TXN17600,15-03-2026,C0037,TRUE,P028,Onion 1kg,Vegetables,Fresh,49,2,98,0,98,Card,EMP02
LI036281,TXN17600,15-03-2026,C0037,TRUE,P033,Toothpaste 150g,Personal Care,Colgate,72,1,72,0,72,UPI,EMP03
LI036282,TXN17601,15-03-2026,C0076,TRUE,P021,Horlicks 200g,Beverages,GSK,162,3,486,24.3,461.7,Cash,EMP04
LI036283,TXN17601,15-03-2026,C0076,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,1,95,4.75,90.25,Cash,EMP02
LI036284,TXN17601,15-03-2026,C0076,TRUE,P017,Coriander Powder 100g,Spices,Local,28,3,84,0,84,Cash,EMP01
LI036285,TXN17601,15-03-2026,C0076,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,Cash,EMP03
LI036286,TXN17602,2026-03-15,C0015,FALSE,P018,Garam Masala 50g,Spices,Everest,42,1,42,0,42,Cash,EMP02
LI036287,TXN17602,2026-03-15,C0015,FALSE,P012,Paneer 200g,Dairy,Heritage,75,2,150,0,150,Cash,EMP03
LI036288,TXN17602,2026-03-15,C0015,FALSE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,1,285,0,285,UPI,EMP01
LI036289,TXN17602,2026-03-15,C0015,FALSE,P027,Tomato 1kg,Vegetables,Fresh,36,2,72,0,72,Cash,EMP04
LI036290,TXN17602,2026-03-15,C0015,FALSE,P013,Butter 100g,Dairy,Amul,58,2,116,0,116,Cash,EMP03
LI036291,TXN17602,2026-03-15,C0015,FALSE,P023,Murukku 200g,Snacks,Haldirams,45,1,45,0,45,Cash,EMP04
LI036292,TXN17602,2026-03-15,C0015,FALSE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,Cash,EMP02
LI036293,TXN17603,15-03-2026,C0053,TRUE,P011,Curd 400g,Dairy,Aavin,35,1,35,1.75,33.25,Cash,EMP04
LI036294,TXN17603,15-03-2026,C0053,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,Cash,EMP01
LI036295,TXN17603,15-03-2026,C0053,TRUE,P004,Urad Dal 500g,Staples,Local,72,2,144,0,144,Cash,EMP04
LI036296,TXN17603,15-03-2026,C0053,TRUE,P028,Onion 1kg,Vegetables,Fresh,44,2,88,4.4,83.6,Cash,EMP04
LI036297,TXN17603,15-03-2026,C0053,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,4,152,0,152,UPI,EMP02
LI036298,TXN17603,15-03-2026,C0053,TRUE,P017,Coriander Powder 100g,Spices,Local,28,2,56,0,56,UPI,EMP02
LI036299,TXN17604,2026-03-15,C0068,FALSE,P002,Toor Dal 1kg,Staples,24 Mantra,145,1,145,0,145,UPI,EMP02
LI036300,TXN17604,2026-03-15,C0068,FALSE,P011,Curd 400g,Dairy,Aavin,35,2,70,0,70,UPI,EMP02
LI036301,TXN17604,2026-03-15,C0068,FALSE,P029,Potato 1kg,Vegetables,Fresh,33,2,66,0,66,Cash,EMP01
LI036302,TXN17604,2026-03-15,C0068,FALSE,P025,Potato Chips 90g,Snacks,Lays,20,3,60,0,60,Card,EMP01
LI036303,TXN17605,15-03-2026,C0042,TRUE,P005,Chana Dal 1kg,Staples,Local,98,4,392,19.6,372.4,Cash,EMP01
LI036304,TXN17605,15-03-2026,C0042,TRUE,P018,Garam Masala 50g,Spices,Everest,42,3,126,0,126,Cash,EMP01
LI036305,TXN17605,15-03-2026,C0042,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,4,672,0,672,UPI,EMP02
LI036306,TXN17605,15-03-2026,C0042,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,1,32,0,32,UPI,EMP03
LI036307,TXN17606,15-03-2026,C0039,TRUE,P027,Tomato 1kg,Vegetables,Fresh,39,3,117,0,117,UPI,EMP03
LI036308,TXN17606,15-03-2026,C0039,TRUE,P029,Potato 1kg,Vegetables,Fresh,30,2,60,0,60,UPI,EMP02
LI036309,TXN17607,2026-03-15,C0009,FALSE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,3,534,0,534,Cash,EMP01
LI036310,TXN17607,2026-03-15,C0009,FALSE,P024,Biscuits Marie 200g,Snacks,Britannia,32,1,32,0,32,Card,EMP01
LI036311,TXN17607,2026-03-15,C0009,FALSE,P027,Tomato 1kg,Vegetables,Fresh,42,2,84,0,84,Cash,EMP01
LI036312,TXN17607,2026-03-15,C0009,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,0,38,UPI,EMP01
LI036313,TXN17607,2026-03-15,C0009,FALSE,P021,Horlicks 200g,Beverages,GSK,162,1,162,0,162,Card,EMP03
LI036314,TXN17607,2026-03-15,C0009,FALSE,P004,Urad Dal 500g,Staples,Local,72,1,72,0,72,Cash,EMP01
LI036315,TXN17607,2026-03-15,C0009,FALSE,P034,Detergent Powder 1kg,Household,Surf Excel,145,2,290,0,290,Cash,EMP01
LI036316,TXN17608,15-03-2026,C0011,TRUE,P012,Paneer 200g,Dairy,Heritage,75,1,75,0,75,UPI,EMP03
LI036317,TXN17608,15-03-2026,C0011,TRUE,P015,Turmeric Powder 100g,Spices,Aachi,38,1,38,1.9,36.1,UPI,EMP01
LI036318,TXN17608,15-03-2026,C0011,TRUE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,2,64,0,64,Cash,EMP03
LI036319,TXN17608,15-03-2026,C0011,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,Cash,EMP03
LI036320,TXN17609,15-03-2026,C0108,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,2,90,0,90,Card,EMP02
LI036321,TXN17609,15-03-2026,C0108,TRUE,P035,Dish Wash Bar 200g,Household,Vim,32,2,64,0,64,UPI,EMP01
LI036322,TXN17610,15-03-2026,C0047,TRUE,P029,Potato 1kg,Vegetables,Fresh,31,1,31,0,31,Cash,EMP04
LI036323,TXN17610,15-03-2026,C0047,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,Cash,EMP01
LI036324,TXN17610,15-03-2026,C0047,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,0,190,UPI,EMP02
LI036325,TXN17610,15-03-2026,C0047,TRUE,P012,Paneer 200g,Dairy,Heritage,75,1,75,0,75,UPI,EMP01
LI036326,TXN17610,15-03-2026,C0047,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,2,230,0,230,Cash,EMP03
LI036327,TXN17611,15-03-2026,C0039,TRUE,P009,Pure Ghee 200ml,Oils & Fats,Aavin,210,1,210,0,210,Cash,EMP03
LI036328,TXN17611,15-03-2026,C0039,TRUE,P010,Full Cream Milk 500ml,Dairy,Aavin,32,1,32,0,32,Cash,EMP01
LI036329,TXN17611,15-03-2026,C0039,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,1,95,0,95,Cash,EMP02
LI036330,TXN17611,15-03-2026,C0039,TRUE,P012,Paneer 200g,Dairy,Heritage,75,1,75,3.75,71.25,UPI,EMP01
LI036331,TXN17612,2026-03-15,C0035,FALSE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,0,168,Card,EMP02
LI036332,TXN17612,2026-03-15,C0035,FALSE,P019,Tea Powder 250g,Beverages,Red Label,115,1,115,0,115,UPI,EMP01
LI036333,TXN17612,2026-03-15,C0035,FALSE,P024,Biscuits Marie 200g,Snacks,Britannia,32,5,160,0,160,Cash,EMP01
LI036334,TXN17612,2026-03-15,C0035,FALSE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,3,114,0,114,Cash,EMP02
LI036335,TXN17612,2026-03-15,C0035,FALSE,P014,Sambar Powder 200g,Spices,MTR,62,1,62,0,62,Card,EMP02
LI036336,TXN17612,2026-03-15,C0035,FALSE,P002,Toor Dal 1kg,Staples,24 Mantra,145,1,145,0,145,Cash,EMP01
LI036337,TXN17612,2026-03-15,C0035,FALSE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,0,40,UPI,EMP03
LI036338,TXN17613,2026-03-15,C0025,FALSE,P029,Potato 1kg,Vegetables,Fresh,32,3,96,0,96,Cash,EMP03
LI036339,TXN17614,2026-03-15,C0077,FALSE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,0,190,Cash,EMP02
LI036340,TXN17614,2026-03-15,C0077,FALSE,P031,Soap Bar 100g,Personal Care,Lifebuoy,38,1,38,0,38,Cash,EMP03
LI036341,TXN17614,2026-03-15,C0077,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,2,76,0,76,Cash,EMP03
LI036342,TXN17615,2026-03-15,C0084,FALSE,P030,Banana 1 dozen,Fruits,Fresh,59,3,177,0,177,Cash,EMP01
LI036343,TXN17615,2026-03-15,C0084,FALSE,P023,Murukku 200g,Snacks,Haldirams,45,3,135,0,135,UPI,EMP04
LI036344,TXN17615,2026-03-15,C0084,FALSE,P015,Turmeric Powder 100g,Spices,Aachi,38,2,76,0,76,Card,EMP03
LI036345,TXN17615,2026-03-15,C0084,FALSE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,1,95,0,95,UPI,EMP01
LI036346,TXN17615,2026-03-15,C0084,FALSE,P012,Paneer 200g,Dairy,Heritage,75,1,75,0,75,UPI,EMP01
LI036347,TXN17616,15-03-2026,C0010,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,0,40,Cash,EMP02
LI036348,TXN17616,15-03-2026,C0010,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,5,310,15.5,294.5,Card,EMP01
LI036349,TXN17617,15-03-2026,C0038,TRUE,P016,Red Chilli Powder 200g,Spices,Aachi,55,1,55,0,55,UPI,EMP04
LI036350,TXN17617,15-03-2026,C0038,TRUE,P006,Sunflower Oil 1L,Oils & Fats,Fortune,135,2,270,0,270,Cash,EMP01
LI036351,TXN17617,15-03-2026,C0038,TRUE,P024,Biscuits Marie 200g,Snacks,Britannia,32,2,64,3.2,60.8,UPI,EMP03
LI036352,TXN17617,15-03-2026,C0038,TRUE,P007,Coconut Oil 500ml,Oils & Fats,KLF Nirmal,168,1,168,8.4,159.6,Cash,EMP04
LI036353,TXN17617,15-03-2026,C0038,TRUE,P019,Tea Powder 250g,Beverages,Red Label,115,2,230,0,230,UPI,EMP02
LI036354,TXN17618,15-03-2026,C0076,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,2,190,9.5,180.5,Card,EMP01
LI036355,TXN17618,15-03-2026,C0076,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,3,60,3,57,UPI,EMP01
LI036356,TXN17618,15-03-2026,C0076,TRUE,P004,Urad Dal 500g,Staples,Local,72,4,288,0,288,UPI,EMP03
LI036357,TXN17619,15-03-2026,C0040,TRUE,P008,Groundnut Oil 1L,Oils & Fats,Idhayam,178,1,178,0,178,Cash,EMP02
LI036358,TXN17619,15-03-2026,C0040,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,1,45,0,45,UPI,EMP01
LI036359,TXN17619,15-03-2026,C0040,TRUE,P014,Sambar Powder 200g,Spices,MTR,62,2,124,6.2,117.8,UPI,EMP01
LI036360,TXN17620,15-03-2026,C0033,TRUE,P022,Soft Drink 2L,Beverages,Pepsi,95,1,95,0,95,Cash,EMP04
LI036361,TXN17620,15-03-2026,C0033,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,3,60,0,60,UPI,EMP02
LI036362,TXN17621,15-03-2026,C0078,TRUE,P023,Murukku 200g,Snacks,Haldirams,45,5,225,0,225,UPI,EMP01
LI036363,TXN17621,15-03-2026,C0078,TRUE,P003,Atta Wheat Flour 5kg,Staples,Aashirvaad,235,2,470,23.5,446.5,UPI,EMP03
LI036364,TXN17621,15-03-2026,C0078,TRUE,P020,Coffee Powder 200g,Beverages,Bru,128,1,128,0,128,Cash,EMP01
LI036365,TXN17621,15-03-2026,C0078,TRUE,P001,Ponni Boiled Rice 5kg,Staples,Aachi,285,1,285,14.25,270.75,Cash,EMP04
LI036366,TXN17622,15-03-2026,C0045,TRUE,P032,Shampoo 200ml,Personal Care,Clinic Plus,95,2,190,0,190,UPI,EMP02
LI036367,TXN17622,15-03-2026,C0045,TRUE,P025,Potato Chips 90g,Snacks,Lays,20,2,40,2,38,Cash,EMP02
LI036368,TXN17622,15-03-2026,C0045,TRUE,P005,Chana Dal 1kg,Staples,Local,98,3,294,14.7,279.3,Cash,EMP02
